Use Case Type,Packet Loss Budget,Latency Budget (ns),Jitter Budget (ns),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (ns),Slice Packet Loss,Slice Jitter (ns),Slice Type,Slice Handover,latency_margin,loss_margin,jitter_margin,stress_ratio,sla_met
VR/AR,,0,0,1000,no,no,4597.29632415811,2369520.168979219,0.0007297631528653,1604250.5631312593,feMBB,yes,-2369520.168979219,,-1604250.5631312593,4.59729632415811,0
Smart Home,0.0,0,0,0,no,yes,5960.83695998528,1942849.1757079824,0.000754833502194,1234607.909228255,umMTC,no,-1942849.1757079824,-0.000754833502194,-1234607.909228255,inf,0
3D/UHD Video,,0,0,1000,no,no,4667.967387536512,999493.0929485778,0.0004822407205156,2560492.2515621083,feMBB,yes,-999493.0929485778,,-2560492.2515621083,4.667967387536512,0
Remote health monitoring,,1000000,0,0,no,yes,4491.38582970786,3148959.866610147,0.0005928343941901,3129003.4359879056,mURLLC,yes,-2148959.866610147,,-3129003.4359879056,inf,0
3D/UHD Video,,0,0,1000,no,no,7270.947494108608,1753786.5066419265,0.0007276499156773,1854125.3848515288,feMBB,yes,-1753786.5066419265,,-1854125.3848515288,7.270947494108608,0
Delivery drones,,1000000,0,0,yes,no,2101.511635725908,1719011.930453435,0.0006002118887154,1938969.3425794516,MBRLLC,yes,-719011.930453435,,-1938969.3425794516,inf,0
3D/UHD Video,,0,0,1000,no,no,4914.871383894188,1940747.7390010448,0.000411404487207,3702143.2131177615,feMBB,yes,-1940747.7390010448,,-3702143.2131177615,4.914871383894187,0
3D/UHD Video,,0,0,1000,no,no,6548.431625787913,1825793.1670464512,0.0002998207828329,2559207.8928108844,feMBB,yes,-1825793.1670464512,,-2559207.8928108844,6.548431625787913,0
VR/AR,,0,0,1000,no,no,6045.282926079296,833965.5493320657,0.0006057434008576,2735192.9093609834,feMBB,yes,-833965.5493320657,,-2735192.9093609834,6.045282926079296,0
VR/AR,,0,0,1000,no,no,6700.410980695484,2383310.534284662,0.0005231865116181,1617489.0056454982,feMBB,yes,-2383310.534284662,,-1617489.0056454982,6.700410980695484,0
Servo motors,,100,1000,0,no,no,8369.449537826691,1453052.980276303,0.000499097381383,1435852.0471808808,ERLLC,yes,-1452952.980276303,,-1434852.0471808808,inf,0
Motion control,,1000,1000000,0,no,no,7831.803081196004,1784121.878953086,0.0003730408545608,2857833.6124572824,ERLLC,yes,-1783121.878953086,,-1857833.6124572824,inf,0
Remote health monitoring,,1000000,0,0,no,yes,3074.801399314189,3172893.230151297,0.0004431755061951,2304769.0460310583,mURLLC,yes,-2172893.230151297,,-2304769.0460310583,inf,0
3D/UHD Video,,0,0,1000,no,no,2316.262757056857,2629658.7304836456,0.0005561229515959,2127837.7928272523,feMBB,yes,-2629658.7304836456,,-2127837.7928272523,2.3162627570568572,0
3D/UHD Video,,0,0,1000,no,no,5545.199535763076,3074799.1095724646,0.000450935707671,2278695.982203467,feMBB,yes,-3074799.1095724646,,-2278695.982203467,5.545199535763076,0
Smart Home,0.0,0,0,0,no,yes,2743.8628836842254,1548658.8004104963,0.0005054612410508,3149886.294299576,umMTC,no,-1548658.8004104963,-0.0005054612410508,-3149886.294299576,inf,0
VR/AR,,0,0,1000,no,no,1790.038877894905,2486691.053985168,0.0004948219580263,1510367.1562682106,feMBB,yes,-2486691.053985168,,-1510367.1562682106,1.790038877894905,0
Remote health monitoring,,1000000,0,0,no,yes,5527.518722626333,2268842.101236703,0.0006095537646145,2105652.39367818,mURLLC,yes,-1268842.1012367029,,-2105652.39367818,inf,0
Servo motors,,100,1000,0,no,no,5945.481034921142,1963584.9532873067,0.0002606021968165,1545202.6875694643,ERLLC,yes,-1963484.9532873067,,-1544202.6875694643,inf,0
Motion control,,1000,1000000,0,no,no,7852.1158858074305,1499602.7169243046,0.0004406637116735,2185365.42145697,ERLLC,yes,-1498602.7169243046,,-1185365.4214569698,inf,0
Smart City,0.0,0,0,0,no,yes,6281.090378139041,2723069.8935370296,0.0003163568886615,2534147.7745505366,umMTC,no,-2723069.8935370296,-0.0003163568886615,-2534147.7745505366,inf,0
Motion control,,1000,1000000,0,no,no,8199.44688326841,1657258.5702564183,0.0005259194909889,2210366.770841944,ERLLC,yes,-1656258.5702564183,,-1210366.770841944,inf,0
Delivery drones,,1000000,0,0,yes,no,5593.031049862408,2090855.7946554625,0.0003649952208253,3155401.5683762794,MBRLLC,yes,-1090855.7946554625,,-3155401.5683762794,inf,0
3D/UHD Video,,0,0,1000,no,no,3106.9056472408506,2608742.6603397136,0.0006565807340394,1656646.411565937,feMBB,yes,-2608742.6603397136,,-1656646.411565937,3.1069056472408505,0
Servo motors,,100,1000,0,no,no,6370.674729110011,1348849.145467132,0.0004314706501163,2364552.068199736,ERLLC,yes,-1348749.145467132,,-2363552.068199736,inf,0
Delivery drones,,1000000,0,0,yes,no,7224.132780349781,1274244.144206049,0.0004039680314915,2851811.689687642,MBRLLC,yes,-274244.1442060489,,-2851811.689687642,inf,0
Remote health monitoring,,1000000,0,0,no,yes,5652.242149119635,3677403.705453193,0.0003611175804826,1747931.7500099677,mURLLC,yes,-2677403.705453193,,-1747931.7500099677,inf,0
Smart City,0.0,0,0,0,no,yes,7417.8423505153405,1426626.478104978,0.0005418356103839,1688463.058269511,umMTC,no,-1426626.478104978,-0.0005418356103839,-1688463.058269511,inf,0
VR/AR,,0,0,1000,no,no,4795.10268672521,3077823.808199566,0.0002884415639596,1898200.6060809332,feMBB,yes,-3077823.808199566,,-1898200.6060809332,4.79510268672521,0
Servo motors,,100,1000,0,no,no,5910.240878672687,1964664.946365313,0.0004844829516483,1035692.287490118,ERLLC,yes,-1964564.946365313,,-1034692.287490118,inf,0
Servo motors,,100,1000,0,no,no,4709.975586443775,1716083.6553580498,0.0004806062334439,2757297.593393368,ERLLC,yes,-1715983.6553580498,,-2756297.593393368,inf,0
3D/UHD Video,,0,0,1000,no,no,8965.176145063273,1782235.1150135363,0.0004129868124006,2107345.195284528,feMBB,yes,-1782235.1150135363,,-2107345.195284528,8.965176145063273,0
V2X,,1000000,0,0,yes,no,6402.460933764299,1958522.575612417,0.0005364932073618,874250.3259855248,MBRLLC,yes,-958522.575612417,,-874250.3259855248,inf,0
Servo motors,,100,1000,0,no,no,3139.510899436464,2891942.338732078,0.0004228345942201,1715735.9755917569,ERLLC,yes,-2891842.338732078,,-1714735.9755917569,inf,0
Smart Home,0.0,0,0,0,no,yes,8087.853681212954,2504067.532108096,0.000547423329775,2874404.504665711,umMTC,no,-2504067.532108096,-0.000547423329775,-2874404.504665711,inf,0
Smart City,0.0,0,0,0,no,yes,3778.655932697413,1858924.394190851,0.0004091778200224,1781142.720536138,umMTC,no,-1858924.394190851,-0.0004091778200224,-1781142.720536138,inf,0
Smart City,0.0,0,0,0,no,yes,5023.324316617638,756114.8915820641,0.0003760315568943,3045982.583393364,umMTC,no,-756114.8915820641,-0.0003760315568943,-3045982.583393364,inf,0
Smart Home,0.0,0,0,0,no,yes,5780.923276243463,2013745.8200119429,0.0005426373283059,1818062.4322698656,umMTC,no,-2013745.8200119429,-0.0005426373283059,-1818062.4322698656,inf,0
Smart Home,0.0,0,0,0,no,yes,5917.061626076949,2088557.7731110044,0.000634518285094,1034481.7260156656,umMTC,no,-2088557.7731110044,-0.000634518285094,-1034481.7260156656,inf,0
Smart Home,0.0,0,0,0,no,yes,5806.623085443415,2839011.5352536,0.0009761160223516,587202.129028142,umMTC,no,-2839011.5352536,-0.0009761160223516,-587202.129028142,inf,0
Smart City,0.0,0,0,0,no,yes,3112.2796653518003,1019916.5831197156,0.000443290602196,3399336.1314685354,umMTC,no,-1019916.5831197156,-0.000443290602196,-3399336.1314685354,inf,0
Motion control,,1000,1000000,0,no,no,5812.143219497657,1670991.4962236318,0.000628722263132,1452609.159070802,ERLLC,yes,-1669991.4962236318,,-452609.1590708019,inf,0
Smart City,0.0,0,0,0,no,yes,6834.726454236648,1649954.372635465,0.0004259141899081,1607705.199322582,umMTC,no,-1649954.372635465,-0.0004259141899081,-1607705.199322582,inf,0
V2X,,1000000,0,0,yes,no,6786.761405985264,1962748.0063202032,0.0006260573330802,1924564.581411156,MBRLLC,yes,-962748.0063202032,,-1924564.581411156,inf,0
3D/UHD Video,,0,0,1000,no,no,2831.0293130121795,2060696.4652917397,0.0007170192562305,2166489.1942126467,feMBB,yes,-2060696.4652917397,,-2166489.1942126467,2.8310293130121793,0
Delivery drones,,1000000,0,0,yes,no,3907.8544730118674,2292273.35062461,0.0005214519665585,1338978.0723212846,MBRLLC,yes,-1292273.3506246102,,-1338978.0723212846,inf,0
Motion control,,1000,1000000,0,no,no,3259.804676606233,736761.3141400351,0.0006185715752548,2852160.8246135884,ERLLC,yes,-735761.3141400351,,-1852160.8246135884,inf,0
VR/AR,,0,0,1000,no,no,5566.798351168749,2115319.013516971,0.0005741560725673,2205004.32552344,feMBB,yes,-2115319.013516971,,-2205004.32552344,5.566798351168749,0
Delivery drones,,1000000,0,0,yes,no,2414.67897055114,2163767.210467868,0.0005018515281457,2818008.4269633265,MBRLLC,yes,-1163767.210467868,,-2818008.4269633265,inf,0
3D/UHD Video,,0,0,1000,no,no,3129.449169992933,2050101.3049468088,0.0004288363651315,677486.4779462528,feMBB,yes,-2050101.3049468088,,-677486.4779462528,3.129449169992933,0
V2X,,1000000,0,0,yes,no,3892.052539746224,1881589.724420467,0.0004415663560225,2325275.763297609,MBRLLC,yes,-881589.7244204669,,-2325275.763297609,inf,0
V2X,,1000000,0,0,yes,no,2006.1492779675011,1.0,0.0002795506131559,2268462.090245719,MBRLLC,yes,999999.0,,-2268462.090245719,inf,0
VR/AR,,0,0,1000,no,no,4954.172793418815,2378763.4537582146,0.0006729397675725,1980626.5740653493,feMBB,yes,-2378763.4537582146,,-1980626.5740653493,4.954172793418815,0
Motion control,,1000,1000000,0,no,no,1490.025684193009,1351197.2583471215,0.000811891081412,1650918.8813101524,ERLLC,yes,-1350197.2583471215,,-650918.8813101524,inf,0
Smart Home,0.0,0,0,0,no,yes,5809.327058444297,2409140.7263313243,0.0002650307408313,1007719.052474072,umMTC,no,-2409140.7263313243,-0.0002650307408313,-1007719.052474072,inf,0
Motion control,,1000,1000000,0,no,no,4338.863439158322,2833430.169495943,0.0006730087337362,1087969.5602908183,ERLLC,yes,-2832430.169495943,,-87969.56029081834,inf,0
V2X,,1000000,0,0,yes,no,3960.6319851404687,882598.6767421421,0.0004925927557003,2866002.12577511,MBRLLC,yes,117401.32325785793,,-2866002.12577511,inf,0
Smart City,0.0,0,0,0,no,yes,4232.662422154831,2388839.9101011427,0.0003933434051894,2250248.330069513,umMTC,no,-2388839.9101011427,-0.0003933434051894,-2250248.330069513,inf,0
3D/UHD Video,,0,0,1000,no,no,4899.866577189747,1176287.3637221633,0.0005238666134517,1866516.2785922124,feMBB,yes,-1176287.3637221633,,-1866516.2785922124,4.899866577189747,0
VR/AR,,0,0,1000,no,no,5988.511493541403,1971735.5681997729,0.0003661465127009,1827030.6476442055,feMBB,yes,-1971735.5681997729,,-1827030.6476442055,5.988511493541403,0
3D/UHD Video,,0,0,1000,no,no,7195.4426064495965,1916037.0770686849,0.000539040194415,2680835.056128964,feMBB,yes,-1916037.0770686849,,-2680835.056128964,7.195442606449596,0
Remote health monitoring,,1000000,0,0,no,yes,6690.174041055721,2504279.074377261,0.0004510530787254,2652851.532373356,mURLLC,yes,-1504279.074377261,,-2652851.532373356,inf,0
Remote health monitoring,,1000000,0,0,no,yes,8719.608589907231,2405281.166077571,0.0004427238839174,1455986.9112232735,mURLLC,yes,-1405281.166077571,,-1455986.9112232735,inf,0
Motion control,,1000,1000000,0,no,no,6125.88279942752,2174744.6488271784,0.0006961108898222,1038964.4548593475,ERLLC,yes,-2173744.6488271784,,-38964.45485934755,inf,0
V2X,,1000000,0,0,yes,no,5234.335118106159,904428.8933387126,0.000208340208723,2246925.7689861283,MBRLLC,yes,95571.10666128737,,-2246925.7689861283,inf,0
V2X,,1000000,0,0,yes,no,4238.85647308384,323459.61058716965,0.0004053765089637,2822124.298757592,MBRLLC,yes,676540.3894128304,,-2822124.298757592,inf,0
Smart Home,0.0,0,0,0,no,yes,4294.239038255272,2608188.5579947494,0.0001700444590543,2460083.0081173163,umMTC,no,-2608188.5579947494,-0.0001700444590543,-2460083.0081173163,inf,0
Smart Home,0.0,0,0,0,no,yes,5898.806871272108,2497645.904846027,0.0005218227863864,3106695.77246996,umMTC,no,-2497645.904846027,-0.0005218227863864,-3106695.77246996,inf,0
Smart Home,0.0,0,0,0,no,yes,3334.926337726623,1335013.7700873744,0.0004175050421262,1885921.2313122875,umMTC,no,-1335013.7700873744,-0.0004175050421262,-1885921.2313122875,inf,0
Smart City,0.0,0,0,0,no,yes,5382.088735963362,2231564.2571888086,0.0003797427256323,2189971.871686533,umMTC,no,-2231564.2571888086,-0.0003797427256323,-2189971.871686533,inf,0
Delivery drones,,1000000,0,0,yes,no,4969.061651142827,1860485.9776354912,0.0005471386612609,1962410.554783274,MBRLLC,yes,-860485.9776354912,,-1962410.554783274,inf,0
Servo motors,,100,1000,0,no,no,3787.1262553389374,2724328.1040378385,0.000601941788659,2508229.50113232,ERLLC,yes,-2724228.1040378385,,-2507229.50113232,inf,0
Delivery drones,,1000000,0,0,yes,no,3248.6913767718584,2055723.790213703,0.0006971072836523,1524079.605291701,MBRLLC,yes,-1055723.790213703,,-1524079.605291701,inf,0
3D/UHD Video,,0,0,1000,no,no,9207.941716636113,2600260.505441099,0.0009884633955792,2129542.7109931423,feMBB,yes,-2600260.505441099,,-2129542.7109931423,9.207941716636112,0
Delivery drones,,1000000,0,0,yes,no,2673.114151497218,1590956.8609623527,0.000405092512507,3098193.9350597854,MBRLLC,yes,-590956.8609623527,,-3098193.9350597854,inf,0
Smart City,0.0,0,0,0,no,yes,4887.580352516365,2190016.131595865,0.0003875542575527,1513970.467948567,umMTC,no,-2190016.131595865,-0.0003875542575527,-1513970.467948567,inf,0
3D/UHD Video,,0,0,1000,no,no,7037.9359162939845,1724882.0207017343,0.0005007675357847,658923.7421302106,feMBB,yes,-1724882.0207017343,,-658923.7421302106,7.037935916293985,0
Delivery drones,,1000000,0,0,yes,no,5882.173265402976,1587695.5851751133,0.0005145109249802,2350140.895051552,MBRLLC,yes,-587695.5851751133,,-2350140.895051552,inf,0
Smart City,0.0,0,0,0,no,yes,4211.352995999891,446754.2596039879,0.0007889121239808,3493882.7609951603,umMTC,no,-446754.2596039879,-0.0007889121239808,-3493882.7609951603,inf,0
Servo motors,,100,1000,0,no,no,3013.786798613694,2615653.917241522,0.0005869385738135,1546611.5029118175,ERLLC,yes,-2615553.917241522,,-1545611.5029118175,inf,0
Delivery drones,,1000000,0,0,yes,no,5216.789107691997,3166462.617302596,0.0003426155414357,2851141.5212523085,MBRLLC,yes,-2166462.617302596,,-2851141.5212523085,inf,0
Smart City,0.0,0,0,0,no,yes,601.7478373167205,1074670.7710808837,0.0003332120748497,2009330.675860644,umMTC,no,-1074670.7710808837,-0.0003332120748497,-2009330.675860644,inf,0
Smart Home,0.0,0,0,0,no,yes,5283.583456149715,2462397.3231540704,0.000613556974602,1345075.0577900547,umMTC,no,-2462397.3231540704,-0.000613556974602,-1345075.0577900547,inf,0
V2X,,1000000,0,0,yes,no,5058.538507059751,2434613.1215295936,0.0004653832937667,2459083.0151838697,MBRLLC,yes,-1434613.1215295936,,-2459083.0151838697,inf,0
Smart Home,0.0,0,0,0,no,yes,6783.858193889578,1656934.8904787044,0.0007359723680334,1051481.0446691506,umMTC,no,-1656934.8904787044,-0.0007359723680334,-1051481.0446691506,inf,0
V2X,,1000000,0,0,yes,no,3095.124318149793,1508343.8828509606,0.0005859156782108,3014185.655160377,MBRLLC,yes,-508343.8828509606,,-3014185.655160377,inf,0
VR/AR,,0,0,1000,no,no,4461.434912156531,2787003.353552756,0.0003259063495831,2073942.401733081,feMBB,yes,-2787003.353552756,,-2073942.401733081,4.461434912156531,0
VR/AR,,0,0,1000,no,no,5728.596594454723,2716740.87054071,0.0003040217059804,862385.2605086302,feMBB,yes,-2716740.87054071,,-862385.2605086302,5.728596594454723,0
VR/AR,,0,0,1000,no,no,5343.0786698794855,2300993.7002933184,0.000557514409348,3235977.789870067,feMBB,yes,-2300993.7002933184,,-3235977.789870067,5.343078669879485,0
Servo motors,,100,1000,0,no,no,2762.979612898786,1653354.2589752444,0.0004430828681774,2571598.5571553223,ERLLC,yes,-1653254.2589752444,,-2570598.5571553223,inf,0
Smart Home,0.0,0,0,0,no,yes,3921.4383663152594,2726303.9266046192,0.0006899143685418,2210699.569773569,umMTC,no,-2726303.9266046192,-0.0006899143685418,-2210699.569773569,inf,0
V2X,,1000000,0,0,yes,no,7333.452615125618,1442277.3101834017,0.0005565635471953,2592170.971810518,MBRLLC,yes,-442277.3101834017,,-2592170.971810518,inf,0
Smart City,0.0,0,0,0,no,yes,5432.667421087644,2947091.681747068,0.0005532542502588,361108.1664734145,umMTC,no,-2947091.681747068,-0.0005532542502588,-361108.1664734145,inf,0
3D/UHD Video,,0,0,1000,no,no,2227.250439395947,3088138.3762716157,0.0002951274968602,1583669.3483993527,feMBB,yes,-3088138.3762716157,,-1583669.3483993527,2.227250439395947,0
Smart City,0.0,0,0,0,no,yes,6472.406372437782,2787653.680142648,0.0004204715119187,3672716.523043792,umMTC,no,-2787653.680142648,-0.0004204715119187,-3672716.523043792,inf,0
3D/UHD Video,,0,0,1000,no,no,2335.3253340330416,2228539.2244341616,0.0004921439818938,2086423.985145255,feMBB,yes,-2228539.2244341616,,-2086423.985145255,2.3353253340330418,0
Remote health monitoring,,1000000,0,0,no,yes,4488.85034072835,301739.36676041665,0.000187585741888,1572983.0087487567,mURLLC,yes,698260.6332395833,,-1572983.0087487567,inf,0
Smart City,0.0,0,0,0,no,yes,5939.2003782017,1876813.3536731403,0.0006038520551166,2112612.610023822,umMTC,no,-1876813.3536731403,-0.0006038520551166,-2112612.610023822,inf,0
Delivery drones,,1000000,0,0,yes,no,7023.140849051224,3176586.8939671014,0.0006422631000402,1267675.7132681606,MBRLLC,yes,-2176586.8939671014,,-1267675.7132681606,inf,0
Delivery drones,,1000000,0,0,yes,no,1104.3492579382782,2624704.655553662,0.0004117651945716,3051728.893856122,MBRLLC,yes,-1624704.6555536622,,-3051728.893856122,inf,0
Motion control,,1000,1000000,0,no,no,6186.364914099918,2290209.7875676947,0.0007114226073186,1702389.9132044755,ERLLC,yes,-2289209.7875676947,,-702389.9132044755,inf,0
Smart Home,0.0,0,0,0,no,yes,6436.564112644102,1546103.975901308,0.0007041058137618,947581.1317020188,umMTC,no,-1546103.975901308,-0.0007041058137618,-947581.1317020188,inf,0
3D/UHD Video,,0,0,1000,no,no,4072.233722314477,2682937.595444612,0.0005872932772314,2113460.374864544,feMBB,yes,-2682937.595444612,,-2113460.374864544,4.0722337223144764,0
3D/UHD Video,,0,0,1000,no,no,5151.999997542344,951355.7055576362,0.0004898660124022,2664958.3713015644,feMBB,yes,-951355.7055576362,,-2664958.3713015644,5.151999997542345,0
Smart Home,0.0,0,0,0,no,yes,1.0,1886109.898912471,0.0006659593292645,2463446.044309257,umMTC,no,-1886109.898912471,-0.0006659593292645,-2463446.044309257,inf,0
Servo motors,,100,1000,0,no,no,420.9908053726149,3159919.9131290405,0.0002516401152211,1067713.967189556,ERLLC,yes,-3159819.9131290405,,-1066713.967189556,inf,0
Motion control,,1000,1000000,0,no,no,6847.869777893756,1463753.7908551055,0.0005124757044096,1367392.9777729567,ERLLC,yes,-1462753.7908551055,,-367392.9777729567,inf,0
Servo motors,,100,1000,0,no,no,4102.431100894883,2406126.6193583617,0.0003592908858761,581495.901537925,ERLLC,yes,-2406026.6193583617,,-580495.901537925,inf,0
Servo motors,,100,1000,0,no,no,4423.537316201685,828584.7794103732,0.0003895346713988,2475777.8583346456,ERLLC,yes,-828484.7794103732,,-2474777.8583346456,inf,0
Servo motors,,100,1000,0,no,no,5391.588226756095,1565198.9399724226,0.0005749991685641,2313402.3332132986,ERLLC,yes,-1565098.9399724226,,-2312402.3332132986,inf,0
Smart Home,0.0,0,0,0,no,yes,4390.673970740342,2119642.3491788288,0.0003659423665013,2377292.047512419,umMTC,no,-2119642.3491788288,-0.0003659423665013,-2377292.047512419,inf,0
Servo motors,,100,1000,0,no,no,4236.089559460675,2235747.131376356,0.0002449465674956,1709950.655387817,ERLLC,yes,-2235647.131376356,,-1708950.655387817,inf,0
Delivery drones,,1000000,0,0,yes,no,5657.916021673097,3378296.7446489464,0.000870065330571,731751.6864987633,MBRLLC,yes,-2378296.7446489464,,-731751.6864987633,inf,0
VR/AR,,0,0,1000,no,no,2508.1888265773,1663966.7024655102,0.0003992628222448,1467172.3199915558,feMBB,yes,-1663966.7024655102,,-1467172.3199915558,2.5081888265773,0
Remote health monitoring,,1000000,0,0,no,yes,6933.502766825679,2396291.2958758366,0.0003593447404297,2739437.7898968263,mURLLC,yes,-1396291.2958758366,,-2739437.7898968263,inf,0
